ProjectId,Benchmark (Y/N),ProjectedProjectStart,ProjectedDesignStart,ProjectedDesignCompletion,ProjectedConstructionStart,ProjectedConstructionCompletion,OrgProjectStart,OrgDesignStart,OrgDesignCompletion,OrgConstructionStart,OrgConstructionCompletion,ClientExtProjectStart,ClientExtOrgDesignStart,ClientExtOrgDesignCompletion,ClientExtOrgConstructionStart,ClientExtOrgConstructionCompletion,ActProjectStart,ActDesignStart,ActDesignCompletion,ActConstructionStart,ActConstructionCompletion,ClientExtBaseDesignCompletion,ClientExtBaseConstructionCompletion,DesignBaselineProjectStart,ConstructionBaselineProjectStart,DesignBaselineDesignStart,ConstructionBaselineDesignStart,OrgSchematicDesignCompletion,ProjectedSchematicDesignCompletion,ActSchematicDesignCompletion,DesignBaselineSchematicDesignCompletion,ConstructionBaselineSchematicDesignCompletion,OrgDesignDevelopmentCompletion,ProjectedDesignDevelopmentCompletion,ActDesignDevelopmentCompletion,DesignBaselineDesignDevelopmentCompletion,ConstructionBaselineDesignDevelopmentCompletion,DesignBaselineDesignCompletion,ConstructionBaselineDesignCompletion,DesignBaselineConstructionStart,ConstructionBaselineConstructionStart,DesignBaselineConstructionCompletion,ConstructionBaselineConstructionCompletion,OrgProjectCloseout,ProjectedProjectCloseout,ActProjectCloseout,DesignBaselineProjectCloseout,ConstructionBaselineProjectCloseout,CreatedDate,ModifiedDate
HWR00505,Y,2009-10-05 00:00:00.0000000 +00:00,2012-07-23 00:00:00.0000000 +00:00,2015-06-26 00:00:00.0000000 +00:00,2017-10-15 00:00:00.0000000 +00:00,2019-04-07 00:00:00.0000000 +00:00,2009-10-05 00:00:00.0000000 +00:00,2012-07-23 00:00:00.0000000 +00:00,2015-06-26 00:00:00.0000000 +00:00,2017-10-15 00:00:00.0000000 +00:00,2018-10-14 00:00:00.0000000 +00:00,2009-10-05 00:00:00.0000000 +00:00,2011-04-15 00:00:00.0000000 +00:00,2013-04-03 00:00:00.0000000 +00:00,2013-11-15 00:00:00.0000000 +00:00,2014-08-11 00:00:00.0000000 +00:00,2009-10-05 12:00:00.0000000 +00:00,2012-07-23 18:00:00.0000000 +00:00,2015-06-26 00:00:00.0000000 +00:00,,,2015-06-26 00:00:00.0000000 +00:00,2019-11-30 00:00:00.0000000 +00:00,2009-10-05 12:00:00.0000000 +00:00,,2012-07-23 18:00:00.0000000 +00:00,,2013-07-22 00:00:00.0000000 +00:00,2013-07-22 00:00:00.0000000 +00:00,2013-07-22 00:00:00.0000000 +00:00,2013-07-22 00:00:00.0000000 +00:00,,,,,,,2015-06-26 00:00:00.0000000 +00:00,,2017-10-15 00:00:00.0000000 +00:00,,2019-04-07 00:00:00.0000000 +00:00,,2019-11-05 00:00:00.0000000 +00:00,2019-11-05 00:00:00.0000000 +00:00,,2019-11-05 00:00:00.0000000 +00:00,,,2017-11-30 08:55:24.5612668 -05:00
HWR00508,Y,2010-08-18 00:00:00.0000000 +00:00,2014-04-01 00:00:00.0000000 +00:00,2018-03-16 00:00:00.0000000 +00:00,2018-12-10 00:00:00.0000000 +00:00,2020-12-09 00:00:00.0000000 +00:00,2010-08-18 00:00:00.0000000 +00:00,2012-01-15 00:00:00.0000000 +00:00,2018-03-16 00:00:00.0000000 +00:00,2018-12-10 00:00:00.0000000 +00:00,2020-12-09 00:00:00.0000000 +00:00,2010-08-18 00:00:00.0000000 +00:00,2012-06-14 00:00:00.0000000 +00:00,2013-06-15 00:00:00.0000000 +00:00,2013-12-13 00:00:00.0000000 +00:00,2014-12-13 00:00:00.0000000 +00:00,2010-08-18 12:00:00.0000000 +00:00,2014-04-01 17:00:00.0000000 +00:00,,,,2018-12-30 00:00:00.0000000 +00:00,2021-12-30 00:00:00.0000000 +00:00,2010-08-18 12:00:00.0000000 +00:00,,2014-04-01 17:00:00.0000000 +00:00,,2017-12-04 00:00:00.0000000 +00:00,2017-12-04 00:00:00.0000000 +00:00,,2017-12-04 00:00:00.0000000 +00:00,,,,,,,2018-03-16 00:00:00.0000000 +00:00,,2018-12-10 00:00:00.0000000 +00:00,,2020-12-09 00:00:00.0000000 +00:00,,2021-12-03 00:00:00.0000000 +00:00,2021-12-03 00:00:00.0000000 +00:00,,2021-12-03 00:00:00.0000000 +00:00,,,2017-11-17 15:08:47.8882401 -05:00
HWR00510,Y,2013-04-30 00:00:00.0000000 +00:00,2013-08-06 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,2021-07-15 00:00:00.0000000 +00:00,2023-01-15 00:00:00.0000000 +00:00,2013-04-30 00:00:00.0000000 +00:00,2013-08-06 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-07-15 00:00:00.0000000 +00:00,2016-07-13 00:00:00.0000000 +00:00,,,,,,2013-04-30 18:00:00.0000000 +00:00,2013-08-06 18:00:00.0000000 +00:00,,,,,,,,,,,2018-07-05 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2018-01-30 00:00:00.0000000 +00:00,2025-01-14 00:00:00.0000000 +00:00,,,,,2017-11-24 08:54:04.3490425 -05:00
HWR00511,Y,2013-01-15 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2019-02-28 00:00:00.0000000 +00:00,2019-10-28 00:00:00.0000000 +00:00,2021-04-25 00:00:00.0000000 +00:00,2013-01-15 00:00:00.0000000 +00:00,2013-10-15 00:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,2015-07-15 00:00:00.0000000 +00:00,2016-07-13 00:00:00.0000000 +00:00,,,,,,2013-01-15 17:00:00.0000000 +00:00,2015-01-15 00:00:00.0000000 +00:00,,,,,,,,,,2015-01-15 00:00:00.0000000 +00:00,2018-06-19 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2018-04-10 00:00:00.0000000 +00:00,2024-04-24 00:00:00.0000000 +00:00,,,,,
HWR00512,Y,2017-08-01 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2020-06-02 00:00:00.0000000 +00:00,2021-10-15 00:00:00.0000000 +00:00,2022-10-15 00:00:00.0000000 +00:00,2017-08-01 00:00:00.0000000 +00:00,2018-01-15 00:00:00.0000000 +00:00,2020-06-15 00:00:00.0000000 +00:00,2021-10-15 00:00:00.0000000 +00:00,2022-10-15 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,2019-01-15 00:00:00.0000000 +00:00,2019-01-15 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2025-10-15 00:00:00.0000000 +00:00,2025-10-15 00:00:00.0000000 +00:00,,,,,2017-09-12 09:30:14.8969932 -04:00
HWR005B,Y,2006-11-21 00:00:00.0000000 +00:00,2017-11-02 00:00:00.0000000 +00:00,2019-02-14 00:00:00.0000000 +00:00,2020-01-17 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2006-11-21 00:00:00.0000000 +00:00,2017-11-02 00:00:00.0000000 +00:00,2019-02-14 00:00:00.0000000 +00:00,2020-01-17 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2006-11-21 00:00:00.0000000 +00:00,2012-04-14 00:00:00.0000000 +00:00,2012-11-16 00:00:00.0000000 +00:00,2013-05-16 00:00:00.0000000 +00:00,2014-05-16 00:00:00.0000000 +00:00,2006-11-21 00:00:00.0000000 +00:00,,,,,,,,,,,2018-06-12 00:00:00.0000000 +00:00,2018-05-29 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2024-09-09 00:00:00.0000000 +00:00,2024-09-09 00:00:00.0000000 +00:00,,,,,
HWR005B1,Y,2007-07-03 00:00:00.0000000 +00:00,2010-02-24 00:00:00.0000000 +00:00,2020-01-17 00:00:00.0000000 +00:00,2020-09-14 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2007-07-03 00:00:00.0000000 +00:00,2010-02-24 00:00:00.0000000 +00:00,2020-01-17 00:00:00.0000000 +00:00,2020-09-14 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2007-07-03 00:00:00.0000000 +00:00,2010-02-24 00:00:00.0000000 +00:00,2014-05-22 00:00:00.0000000 +00:00,2014-11-19 00:00:00.0000000 +00:00,2015-05-19 00:00:00.0000000 +00:00,2007-07-03 00:00:00.0000000 +00:00,2010-02-24 00:00:00.0000000 +00:00,,,,2020-01-17 00:00:00.0000000 +00:00,2023-09-14 00:00:00.0000000 +00:00,2007-07-03 00:00:00.0000000 +00:00,,2010-02-24 00:00:00.0000000 +00:00,,2019-02-14 00:00:00.0000000 +00:00,2019-02-14 00:00:00.0000000 +00:00,,2019-02-14 00:00:00.0000000 +00:00,,,,,,,2020-01-17 00:00:00.0000000 +00:00,,2020-09-14 00:00:00.0000000 +00:00,,2023-09-14 00:00:00.0000000 +00:00,,2024-09-09 00:00:00.0000000 +00:00,2024-09-09 00:00:00.0000000 +00:00,,2024-09-09 00:00:00.0000000 +00:00,,,
HWR100PAD,Y,2013-01-11 00:00:00.0000000 +00:00,2014-03-10 00:00:00.0000000 +00:00,2015-12-11 00:00:00.0000000 +00:00,2016-11-21 00:00:00.0000000 +00:00,2017-11-20 00:00:00.0000000 +00:00,2013-01-11 00:00:00.0000000 +00:00,2013-10-14 00:00:00.0000000 +00:00,2014-04-12 00:00:00.0000000 +00:00,2014-10-09 00:00:00.0000000 +00:00,2015-10-08 00:00:00.0000000 +00:00,2013-01-11 00:00:00.0000000 +00:00,,,,,2013-01-11 17:00:00.0000000 +00:00,2014-03-10 00:00:00.0000000 +00:00,2015-12-11 00:00:00.0000000 +00:00,2016-11-21 00:00:00.0000000 +00:00,,2015-12-11 00:00:00.0000000 +00:00,2017-11-20 00:00:00.0000000 +00:00,2013-01-11 17:00:00.0000000 +00:00,2013-01-11 17:00:00.0000000 +00:00,2014-03-10 00:00:00.0000000 +00:00,2014-03-10 00:00:00.0000000 +00:00,,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,2015-02-05 00:00:00.0000000 +00:00,,,,,,2015-12-11 00:00:00.0000000 +00:00,2015-12-11 00:00:00.0000000 +00:00,2016-11-21 00:00:00.0000000 +00:00,2016-11-21 00:00:00.0000000 +00:00,2017-11-20 00:00:00.0000000 +00:00,2017-11-20 00:00:00.0000000 +00:00,2017-12-07 00:00:00.0000000 +00:00,2020-11-19 00:00:00.0000000 +00:00,,2020-11-19 00:00:00.0000000 +00:00,2020-11-19 00:00:00.0000000 +00:00,,2017-11-28 08:24:21.1971729 -05:00
HWR1132B,Y,1998-02-01 00:00:00.0000000 +00:00,2008-02-26 00:00:00.0000000 +00:00,2015-12-21 00:00:00.0000000 +00:00,2016-11-01 00:00:00.0000000 +00:00,2020-10-30 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2001-06-15 00:00:00.0000000 +00:00,2015-12-21 00:00:00.0000000 +00:00,2016-11-01 00:00:00.0000000 +00:00,2020-10-30 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2008-02-26 00:00:00.0000000 +00:00,2016-04-07 00:00:00.0000000 +00:00,2016-10-05 00:00:00.0000000 +00:00,2018-10-04 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2008-02-26 00:00:00.0000000 +00:00,2015-12-21 00:00:00.0000000 +00:00,2016-11-01 00:00:00.0000000 +00:00,,2015-12-21 00:00:00.0000000 +00:00,2020-10-30 00:00:00.0000000 +00:00,,1998-02-01 00:00:00.0000000 +00:00,,2008-02-26 00:00:00.0000000 +00:00,2012-02-07 00:00:00.0000000 +00:00,2012-02-07 00:00:00.0000000 +00:00,2012-02-07 00:00:00.0000000 +00:00,,2012-02-07 00:00:00.0000000 +00:00,,,,,,,2015-12-21 00:00:00.0000000 +00:00,,2016-11-01 00:00:00.0000000 +00:00,,2020-10-30 00:00:00.0000000 +00:00,2021-10-25 00:00:00.0000000 +00:00,2021-10-25 00:00:00.0000000 +00:00,,,2021-10-25 00:00:00.0000000 +00:00,,2017-11-30 14:59:59.8599594 -05:00
HWR1140A,Y,2006-03-22 00:00:00.0000000 +00:00,2016-12-16 00:00:00.0000000 +00:00,2019-01-13 00:00:00.0000000 +00:00,2019-06-30 00:00:00.0000000 +00:00,2020-06-30 00:00:00.0000000 +00:00,2006-03-22 00:00:00.0000000 +00:00,2016-12-16 00:00:00.0000000 +00:00,2019-01-13 00:00:00.0000000 +00:00,2019-06-30 00:00:00.0000000 +00:00,2020-06-30 00:00:00.0000000 +00:00,2006-03-22 00:00:00.0000000 +00:00,2019-10-26 00:00:00.0000000 +00:00,2020-11-15 00:00:00.0000000 +00:00,2023-08-07 00:00:00.0000000 +00:00,2025-07-28 00:00:00.0000000 +00:00,2006-03-22 12:00:00.0000000 +00:00,2016-12-16 00:00:00.0000000 +00:00,,,,2019-01-13 00:00:00.0000000 +00:00,2020-06-30 00:00:00.0000000 +00:00,2006-03-22 12:00:00.0000000 +00:00,,2016-12-16 00:00:00.0000000 +00:00,,2018-07-16 00:00:00.0000000 +00:00,2018-07-16 00:00:00.0000000 +00:00,,2018-07-16 00:00:00.0000000 +00:00,,,,,,,2019-01-13 00:00:00.0000000 +00:00,,2019-06-30 00:00:00.0000000 +00:00,,2020-06-30 00:00:00.0000000 +00:00,,2023-06-30 00:00:00.0000000 +00:00,2023-06-30 00:00:00.0000000 +00:00,,2023-06-30 00:00:00.0000000 +00:00,,,2017-09-18 10:36:11.1082137 -04:00
HWR200-01,Y,2012-12-11 00:00:00.0000000 +00:00,2012-02-28 00:00:00.0000000 +00:00,2015-08-20 00:00:00.0000000 +00:00,2016-03-04 00:00:00.0000000 +00:00,2017-03-03 00:00:00.0000000 +00:00,2011-05-27 00:00:00.0000000 +00:00,2012-02-28 00:00:00.0000000 +00:00,2015-12-24 00:00:00.0000000 +00:00,2016-07-08 00:00:00.0000000 +00:00,2017-07-07 00:00:00.0000000 +00:00,,,,,,2009-11-09 00:00:00.0000000 +00:00,2012-02-28 00:00:00.0000000 +00:00,,,,2015-04-16 00:00:00.0000000 +00:00,2017-03-03 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,,,,,,,2018-07-03 00:00:00.0000000 +00:00,2018-02-27 00:00:00.0000000 +00:00,,,,,
HWR300-03,Y,2009-08-13 00:00:00.0000000 +00:00,2012-08-15 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2016-11-14 00:00:00.0000000 +00:00,2018-06-30 00:00:00.0000000 +00:00,2009-08-13 00:00:00.0000000 +00:00,2010-03-12 00:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2016-11-24 00:00:00.0000000 +00:00,2017-11-13 00:00:00.0000000 +00:00,2009-08-13 00:00:00.0000000 +00:00,2011-03-15 00:00:00.0000000 +00:00,2012-01-10 00:00:00.0000000 +00:00,2012-07-13 00:00:00.0000000 +00:00,2013-04-08 00:00:00.0000000 +00:00,2009-08-13 17:00:00.0000000 +00:00,2012-08-15 18:00:00.0000000 +00:00,2015-06-03 00:00:00.0000000 +00:00,2016-11-14 17:00:00.0000000 +00:00,,2015-06-03 00:00:00.0000000 +00:00,2018-06-30 00:00:00.0000000 +00:00,,2009-08-13 17:00:00.0000000 +00:00,,2012-08-15 18:00:00.0000000 +00:00,2015-01-08 00:00:00.0000000 +00:00,2015-01-08 00:00:00.0000000 +00:00,2015-01-18 00:00:00.0000000 +00:00,,2015-01-18 00:00:00.0000000 +00:00,,,,,,,2015-06-03 00:00:00.0000000 +00:00,,2016-11-14 17:00:00.0000000 +00:00,,2017-11-13 00:00:00.0000000 +00:00,2018-11-08 00:00:00.0000000 +00:00,2018-11-08 00:00:00.0000000 +00:00,,,2018-11-08 00:00:00.0000000 +00:00,,
HWR669C,Y,1998-02-01 00:00:00.0000000 +00:00,2008-06-19 00:00:00.0000000 +00:00,2018-01-01 00:00:00.0000000 +00:00,2018-06-30 00:00:00.0000000 +00:00,2021-06-30 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2007-04-02 00:00:00.0000000 +00:00,2018-01-01 00:00:00.0000000 +00:00,2018-06-30 00:00:00.0000000 +00:00,2021-06-30 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2007-12-10 00:00:00.0000000 +00:00,2015-12-20 00:00:00.0000000 +00:00,2016-06-23 00:00:00.0000000 +00:00,2018-06-22 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,2008-06-19 00:00:00.0000000 +00:00,,,,2018-01-01 00:00:00.0000000 +00:00,2021-06-30 00:00:00.0000000 +00:00,1998-02-01 00:00:00.0000000 +00:00,,2008-06-19 00:00:00.0000000 +00:00,,2014-10-15 00:00:00.0000000 +00:00,2014-10-15 00:00:00.0000000 +00:00,2014-10-15 00:00:00.0000000 +00:00,2014-10-15 00:00:00.0000000 +00:00,,,,,,,2018-01-01 00:00:00.0000000 +00:00,,2018-06-30 00:00:00.0000000 +00:00,,2021-06-30 00:00:00.0000000 +00:00,,2024-06-30 00:00:00.0000000 +00:00,2024-06-30 00:00:00.0000000 +00:00,,2024-06-30 00:00:00.0000000 +00:00,,,
HWR703,Y,2017-10-10 00:00:00.0000000 +00:00,2019-10-10 00:00:00.0000000 +00:00,2021-01-15 00:00:00.0000000 +00:00,2021-07-15 00:00:00.0000000 +00:00,2022-07-15 00:00:00.0000000 +00:00,2017-10-10 00:00:00.0000000 +00:00,2019-10-10 00:00:00.0000000 +00:00,2021-01-15 00:00:00.0000000 +00:00,2021-07-15 00:00:00.0000000 +00:00,2022-07-15 00:00:00.0000000 +00:00,,,,,,2017-10-10 00:00:00.0000000 +00:00,,,,,2021-01-15 00:00:00.0000000 +00:00,2022-07-15 00:00:00.0000000 +00:00,2017-10-10 00:00:00.0000000 +00:00,,2019-10-10 00:00:00.0000000 +00:00,,2020-10-15 00:00:00.0000000 +00:00,2020-10-15 00:00:00.0000000 +00:00,,2020-10-15 00:00:00.0000000 +00:00,,,,,,,2021-01-15 00:00:00.0000000 +00:00,,2021-07-15 00:00:00.0000000 +00:00,2021-07-15 00:00:00.0000000 +00:00,2022-07-15 00:00:00.0000000 +00:00,2022-07-15 00:00:00.0000000 +00:00,2025-07-15 00:00:00.0000000 +00:00,2025-07-15 00:00:00.0000000 +00:00,,2025-07-15 00:00:00.0000000 +00:00,2025-07-15 00:00:00.0000000 +00:00,2017-10-10 13:00:21.1100000 +00:00,2017-10-13 11:56:39.4531894 -04:00
HWR890,Y,2004-06-18 00:00:00.0000000 +00:00,2014-03-18 00:00:00.0000000 +00:00,2018-12-29 00:00:00.0000000 +00:00,2019-08-27 00:00:00.0000000 +00:00,2021-02-21 00:00:00.0000000 +00:00,2004-06-18 00:00:00.0000000 +00:00,2014-03-18 00:00:00.0000000 +00:00,2017-12-29 00:00:00.0000000 +00:00,2018-08-27 00:00:00.0000000 +00:00,2020-02-21 00:00:00.0000000 +00:00,2004-06-18 00:00:00.0000000 +00:00,2014-03-18 00:00:00.0000000 +00:00,2015-09-18 00:00:00.0000000 +00:00,2016-02-17 00:00:00.0000000 +00:00,2018-02-15 00:00:00.0000000 +00:00,2004-06-18 17:00:00.0000000 +00:00,2014-03-18 17:00:00.0000000 +00:00,,,,,,,,,,,2018-09-28 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2020-08-19 00:00:00.0000000 +00:00,2024-02-20 00:00:00.0000000 +00:00,,,,,2017-12-15 12:26:44.5331770 -05:00
HWR919,Y,2006-03-01 00:00:00.0000000 +00:00,2012-07-24 00:00:00.0000000 +00:00,2019-11-01 00:00:00.0000000 +00:00,2020-07-15 00:00:00.0000000 +00:00,2022-07-14 00:00:00.0000000 +00:00,2006-03-01 00:00:00.0000000 +00:00,2007-07-17 00:00:00.0000000 +00:00,2019-11-01 00:00:00.0000000 +00:00,2020-07-15 00:00:00.0000000 +00:00,2022-07-14 00:00:00.0000000 +00:00,2006-03-01 00:00:00.0000000 +00:00,2011-04-30 00:00:00.0000000 +00:00,2013-01-14 00:00:00.0000000 +00:00,2013-05-31 00:00:00.0000000 +00:00,2015-05-22 00:00:00.0000000 +00:00,2006-03-01 17:00:00.0000000 +00:00,2012-07-24 18:00:00.0000000 +00:00,,,,2019-11-01 00:00:00.0000000 +00:00,2022-07-14 00:00:00.0000000 +00:00,2006-03-01 17:00:00.0000000 +00:00,,2012-07-24 18:00:00.0000000 +00:00,,2013-12-03 00:00:00.0000000 +00:00,2013-12-03 00:00:00.0000000 +00:00,2013-12-03 00:00:00.0000000 +00:00,2013-12-03 00:00:00.0000000 +00:00,,,,,,,2019-11-01 00:00:00.0000000 +00:00,,2020-07-15 00:00:00.0000000 +00:00,,2022-07-14 00:00:00.0000000 +00:00,,2023-07-07 00:00:00.0000000 +00:00,2023-07-07 00:00:00.0000000 +00:00,,2023-07-07 00:00:00.0000000 +00:00,,,2017-09-13 14:13:58.0981296 -04:00
HWRC054-R,Y,2010-04-08 00:00:00.0000000 +00:00,2010-07-18 00:00:00.0000000 +00:00,2011-03-17 00:00:00.0000000 +00:00,2012-01-09 00:00:00.0000000 +00:00,2013-06-28 00:00:00.0000000 +00:00,2010-04-08 00:00:00.0000000 +00:00,2010-07-18 00:00:00.0000000 +00:00,2011-01-16 00:00:00.0000000 +00:00,2011-07-16 00:00:00.0000000 +00:00,2012-04-12 00:00:00.0000000 +00:00,2010-04-08 00:00:00.0000000 +00:00,2002-04-06 00:00:00.0000000 +00:00,2003-01-28 00:00:00.0000000 +00:00,2003-07-28 00:00:00.0000000 +00:00,2004-04-24 00:00:00.0000000 +00:00,2010-04-08 12:00:00.0000000 +00:00,2010-07-18 18:00:00.0000000 +00:00,2011-03-17 00:00:00.0000000 +00:00,2012-01-09 08:00:00.0000000 +00:00,2013-06-28 17:00:00.0000000 +00:00,2011-03-11 00:00:00.0000000 +00:00,2015-06-05 17:00:00.0000000 +00:00,,,,,2010-10-28 00:00:00.0000000 +00:00,2010-10-28 00:00:00.0000000 +00:00,2010-10-28 00:00:00.0000000 +00:00,,,,,,,,2011-03-17 00:00:00.0000000 +00:00,,2012-01-09 00:00:00.0000000 +00:00,,2013-06-28 00:00:00.0000000 +00:00,,2017-10-28 00:00:00.0000000 +00:00,2017-10-28 00:00:00.0000000 +00:00,,,,,
HWRC055,Y,2018-06-15 00:00:00.0000000 +00:00,2019-03-15 00:00:00.0000000 +00:00,2020-01-15 00:00:00.0000000 +00:00,2020-06-30 00:00:00.0000000 +00:00,2021-06-29 00:00:00.0000000 +00:00,2018-06-15 00:00:00.0000000 +00:00,2019-03-15 00:00:00.0000000 +00:00,2020-01-15 00:00:00.0000000 +00:00,2020-06-30 00:00:00.0000000 +00:00,2021-06-29 00:00:00.0000000 +00:00,2005-09-12 00:00:00.0000000 +00:00,2012-02-20 00:00:00.0000000 +00:00,2013-01-05 00:00:00.0000000 +00:00,2013-07-05 00:00:00.0000000 +00:00,2014-04-02 00:00:00.0000000 +00:00,,,,,,,,,,,,2019-10-15 00:00:00.0000000 +00:00,2019-10-15 00:00:00.0000000 +00:00,,,,,,,,,,,,,,,2024-06-29 00:00:00.0000000 +00:00,2024-06-29 00:00:00.0000000 +00:00,,,,,
HWRF05R,Y,2015-08-04 00:00:00.0000000 +00:00,2016-10-24 00:00:00.0000000 +00:00,2018-05-08 00:00:00.0000000 +00:00,2019-01-08 00:00:00.0000000 +00:00,2021-01-08 00:00:00.0000000 +00:00,2015-08-04 00:00:00.0000000 +00:00,2016-10-24 00:00:00.0000000 +00:00,2017-07-17 00:00:00.0000000 +00:00,2018-03-08 00:00:00.0000000 +00:00,2020-03-20 00:00:00.0000000 +00:00,,,,,,2015-08-04 18:00:00.0000000 +00:00,2016-10-24 10:00:00.0000000 +00:00,,,,2018-06-26 00:00:00.0000000 +00:00,2021-02-26 00:00:00.0000000 +00:00,2015-08-04 00:00:00.0000000 +00:00,2015-08-04 00:00:00.0000000 +00:00,2016-10-24 00:00:00.0000000 +00:00,2016-10-24 00:00:00.0000000 +00:00,2017-01-19 00:00:00.0000000 +00:00,2017-01-20 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2017-05-31 00:00:00.0000000 +00:00,2017-04-26 00:00:00.0000000 +00:00,2018-01-11 00:00:00.0000000 +00:00,,2018-01-11 00:00:00.0000000 +00:00,2018-01-11 00:00:00.0000000 +00:00,2018-06-26 00:00:00.0000000 +00:00,2018-06-26 00:00:00.0000000 +00:00,2019-02-26 00:00:00.0000000 +00:00,2019-02-26 00:00:00.0000000 +00:00,2021-02-26 00:00:00.0000000 +00:00,2021-02-26 00:00:00.0000000 +00:00,2021-03-05 00:00:00.0000000 +00:00,2022-01-07 00:00:00.0000000 +00:00,,2022-02-25 00:00:00.0000000 +00:00,2022-02-25 00:00:00.0000000 +00:00,,2017-11-28 10:01:54.3339988 -05:00
HWS16CW1,Y,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-10 00:00:00.0000000 +00:00,2018-02-12 00:00:00.0000000 +00:00,2019-08-10 00:00:00.0000000 +00:00,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-10 00:00:00.0000000 +00:00,2016-05-09 00:00:00.0000000 +00:00,2017-05-10 00:00:00.0000000 +00:00,,,,,,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-10 00:00:00.0000000 +00:00,,,2015-11-10 00:00:00.0000000 +00:00,,2015-07-08 00:00:00.0000000 +00:00,,2015-09-07 00:00:00.0000000 +00:00,,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,,,,,,,2015-11-10 00:00:00.0000000 +00:00,,2018-02-12 00:00:00.0000000 +00:00,,2019-08-10 00:00:00.0000000 +00:00,,2018-05-04 00:00:00.0000000 +00:00,2022-08-09 00:00:00.0000000 +00:00,,2022-08-09 00:00:00.0000000 +00:00,,,2017-10-16 15:00:56.5168109 -04:00
HWS16CW2,Y,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,2018-02-12 00:00:00.0000000 +00:00,2019-08-10 00:00:00.0000000 +00:00,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,2016-01-21 00:00:00.0000000 +00:00,2017-01-21 00:00:00.0000000 +00:00,,,,,,2015-07-08 00:00:00.0000000 +00:00,2015-09-07 00:00:00.0000000 +00:00,2015-11-13 00:00:00.0000000 +00:00,,,2015-11-13 00:00:00.0000000 +00:00,,2015-07-08 00:00:00.0000000 +00:00,,2015-09-07 00:00:00.0000000 +00:00,,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,2015-10-15 00:00:00.0000000 +00:00,,,,,,,2015-11-13 00:00:00.0000000 +00:00,,2018-02-12 00:00:00.0000000 +00:00,,2019-08-10 00:00:00.0000000 +00:00,,2018-01-16 00:00:00.0000000 +00:00,2022-08-09 00:00:00.0000000 +00:00,,2022-08-09 00:00:00.0000000 +00:00,,,2017-10-16 15:01:17.7091703 -04:00
HWS16XCW2,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
